,dataset,method,strategy,model,og_or_samp,balanced_accuracy,f1,precision,recall
3340,iris_skl,SMOTEN,minority,Tree,og,0.0,0.0,0.0,0.0
3342,iris_skl,SMOTEN,minority,Logistic,og,0.0,0.0,0.0,0.0
3344,iris_skl,SMOTEN,not minority,SVM,og,0.0,0.0,0.0,0.0
3346,iris_skl,SMOTEN,not minority,KNN,og,0.0,0.0,0.0,0.0
3348,iris_skl,SMOTEN,not minority,Tree,og,0.0,0.0,0.0,0.0
3350,iris_skl,SMOTEN,not minority,Logistic,og,0.0,0.0,0.0,0.0
3352,iris_skl,SMOTEN,not majority,SVM,og,0.0,0.0,0.0,0.0
3354,iris_skl,SMOTEN,not majority,KNN,og,0.0,0.0,0.0,0.0
3356,iris_skl,SMOTEN,not majority,Tree,og,0.0,0.0,0.0,0.0
3358,iris_skl,SMOTEN,not majority,Logistic,og,0.0,0.0,0.0,0.0
3360,iris_skl,SMOTEN,all,SVM,og,0.0,0.0,0.0,0.0
3362,iris_skl,SMOTEN,all,KNN,og,0.0,0.0,0.0,0.0
3364,iris_skl,SMOTEN,all,Tree,og,0.0,0.0,0.0,0.0
3366,iris_skl,SMOTEN,all,Logistic,og,0.0,0.0,0.0,0.0
3368,iris_skl,SVMSMOTE,minority,SVM,og,0.0,0.0,0.0,0.0
3370,iris_skl,SVMSMOTE,minority,KNN,og,0.0,0.0,0.0,0.0
3372,iris_skl,SVMSMOTE,minority,Tree,og,0.0,0.0,0.0,0.0
3374,iris_skl,SVMSMOTE,minority,Logistic,og,0.0,0.0,0.0,0.0
3376,iris_skl,SVMSMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
3378,iris_skl,SVMSMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
3380,iris_skl,SVMSMOTE,not minority,Tree,og,0.0,0.0,0.0,0.0
3382,iris_skl,SVMSMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
3384,iris_skl,SVMSMOTE,not majority,SVM,og,0.0,0.0,0.0,0.0
3386,iris_skl,SVMSMOTE,not majority,KNN,og,0.0,0.0,0.0,0.0
3388,iris_skl,SVMSMOTE,not majority,Tree,og,0.0,0.0,0.0,0.0
3390,iris_skl,SVMSMOTE,not majority,Logistic,og,0.0,0.0,0.0,0.0
3392,iris_skl,SVMSMOTE,all,SVM,og,0.0,0.0,0.0,0.0
3394,iris_skl,SVMSMOTE,all,KNN,og,0.0,0.0,0.0,0.0
3396,iris_skl,SVMSMOTE,all,Tree,og,0.0,0.0,0.0,0.0
3398,iris_skl,SVMSMOTE,all,Logistic,og,0.0,0.0,0.0,0.0
3400,iris_skl,ADASYN,minority,SVM,og,0.0,0.0,0.0,0.0
3402,iris_skl,ADASYN,minority,KNN,og,0.0,0.0,0.0,0.0
3404,iris_skl,ADASYN,minority,Tree,og,0.0,0.0,0.0,0.0
3406,iris_skl,ADASYN,minority,Logistic,og,0.0,0.0,0.0,0.0
3408,iris_skl,ADASYN,not minority,SVM,og,0.0,0.0,0.0,0.0
3410,iris_skl,ADASYN,not minority,KNN,og,0.0,0.0,0.0,0.0
3412,iris_skl,ADASYN,not minority,Tree,og,0.0,0.0,0.0,0.0
3414,iris_skl,ADASYN,not minority,Logistic,og,0.0,0.0,0.0,0.0
3416,iris_skl,ADASYN,not majority,SVM,og,0.0,0.0,0.0,0.0
3418,iris_skl,ADASYN,not majority,KNN,og,0.0,0.0,0.0,0.0
3420,iris_skl,ADASYN,not majority,Tree,og,0.0,0.0,0.0,0.0
3422,iris_skl,ADASYN,not majority,Logistic,og,0.0,0.0,0.0,0.0
3424,iris_skl,ADASYN,all,SVM,og,0.0,0.0,0.0,0.0
3426,iris_skl,ADASYN,all,KNN,og,0.0,0.0,0.0,0.0
3428,iris_skl,ADASYN,all,Tree,og,0.0,0.0,0.0,0.0
3430,iris_skl,ADASYN,all,Logistic,og,0.0,0.0,0.0,0.0
3432,digits_skl,SMOTE,minority,SVM,og,0.0,0.0,0.0,0.0
3434,digits_skl,SMOTE,minority,KNN,og,0.0,0.0,0.0,0.0
3436,digits_skl,SMOTE,minority,Tree,og,0.018355250619401797,0.01724211394590769,0.018355250619401797,0.015367455250331119
3438,digits_skl,SMOTE,minority,Logistic,og,0.0,0.0,0.0,0.0
3440,digits_skl,SMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
3442,digits_skl,SMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
3444,digits_skl,SMOTE,not minority,Tree,og,0.001955476389438493,0.0013996946290525392,0.001955476389438493,6.848591776797974e-05
3446,digits_skl,SMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
3448,digits_skl,SMOTE,not majority,SVM,og,0.0,0.0,0.0,0.0
3450,digits_skl,SMOTE,not majority,KNN,og,0.0,0.0,0.0,0.0
3452,digits_skl,SMOTE,not majority,Tree,og,0.01296938910146428,0.012862949635685905,0.01296938910146428,0.0131609449320218
3454,digits_skl,SMOTE,not majority,Logistic,og,0.0,0.0,0.0,0.0
3456,digits_skl,SMOTE,all,SVM,og,0.0,0.0,0.0,0.0
3458,digits_skl,SMOTE,all,KNN,og,0.0,0.0,0.0,0.0
3460,digits_skl,SMOTE,all,Tree,og,0.018667468101430496,0.019008799846121027,0.018667468101430496,0.02071707007793433
3462,digits_skl,SMOTE,all,Logistic,og,0.0,0.0,0.0,0.0
3464,digits_skl,SMOTEN,minority,SVM,og,0.0,0.0,0.0,0.0
3466,digits_skl,SMOTEN,minority,KNN,og,0.0,0.0,0.0,0.0
3468,digits_skl,SMOTEN,minority,Tree,og,-0.020379410945448595,-0.02113685932749565,-0.020379410945448595,-0.020140350991582068
3470,digits_skl,SMOTEN,minority,Logistic,og,0.0,0.0,0.0,0.0
3472,digits_skl,SMOTEN,not minority,SVM,og,0.0,0.0,0.0,0.0
3474,digits_skl,SMOTEN,not minority,KNN,og,0.0,0.0,0.0,0.0
3476,digits_skl,SMOTEN,not minority,Tree,og,-0.00950391676806761,-0.009350351826232783,-0.00950391676806761,-0.006480934937987848
3478,digits_skl,SMOTEN,not minority,Logistic,og,0.0,0.0,0.0,0.0
3480,digits_skl,SMOTEN,not majority,SVM,og,0.0,0.0,0.0,0.0
3482,digits_skl,SMOTEN,not majority,KNN,og,0.0018518518518518823,0.001938751759976709,0.0018518518518518823,0.0020725689404933467
3484,digits_skl,SMOTEN,not majority,Tree,og,-0.011360997493073066,-0.010421980721408541,-0.011360997493073066,-0.007879251026039591
3486,digits_skl,SMOTEN,not majority,Logistic,og,0.0,0.0,0.0,0.0
3488,digits_skl,SMOTEN,all,SVM,og,0.0,0.0,0.0,0.0
3490,digits_skl,SMOTEN,all,KNN,og,0.0,0.0,0.0,0.0
3492,digits_skl,SMOTEN,all,Tree,og,0.012617148749224372,0.012696096741803609,0.012617148749224372,0.012126681404230122
3494,digits_skl,SMOTEN,all,Logistic,og,0.0,0.0,0.0,0.0
3496,digits_skl,SVMSMOTE,minority,SVM,og,0.0,0.0,0.0,0.0
3498,digits_skl,SVMSMOTE,minority,KNN,og,0.0,0.0,0.0,0.0
3500,digits_skl,SVMSMOTE,minority,Tree,og,-0.016635464465653227,-0.016454319852803212,-0.016635464465653227,-0.01496942751235164
3502,digits_skl,SVMSMOTE,minority,Logistic,og,0.001818181818181941,0.0018305440946949636,0.001818181818181941,0.0018094920453410879
3504,digits_skl,SVMSMOTE,not minority,SVM,og,-0.0018518518518516602,-0.0018359310102427084,-0.0018518518518516602,-0.0018205868205867226
3506,digits_skl,SVMSMOTE,not minority,KNN,og,7.122507122514499e-05,4.321111181671e-05,7.122507122514499e-05,-0.00013722126929671674
3508,digits_skl,SVMSMOTE,not minority,Tree,og,-0.014645194079156432,-0.013830952819740894,-0.014645194079156432,-0.0142012278130913
3510,digits_skl,SVMSMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
3512,digits_skl,SVMSMOTE,not majority,SVM,og,0.0,0.0,0.0,0.0
3514,digits_skl,SVMSMOTE,not majority,KNN,og,0.001818181818181941,0.001788016432986983,0.001818181818181941,0.001640917257515695
3516,digits_skl,SVMSMOTE,not majority,Tree,og,-0.02639202865617951,-0.025622601815965873,-0.02639202865617951,-0.02335193033675209
3518,digits_skl,SVMSMOTE,not majority,Logistic,og,-6.861063464835837e-05,1.1700349245802322e-05,-6.861063464835837e-05,2.7521395445928576e-05
3520,digits_skl,SVMSMOTE,all,SVM,og,0.0,0.0,0.0,0.0
3522,digits_skl,SVMSMOTE,all,KNN,og,0.001818181818181941,0.001788016432986983,0.001818181818181941,0.001640917257515695
3524,digits_skl,SVMSMOTE,all,Tree,og,-0.0073308801610689756,-0.0071152951194308756,-0.0073308801610689756,-0.007655229092232707
3526,digits_skl,SVMSMOTE,all,Logistic,og,0.001818181818181941,0.0017865917865916847,0.001818181818181941,0.001670300359048027
3528,wine_skl,SMOTE,minority,SVM,og,0.0,0.0,0.0,0.0
3530,wine_skl,SMOTE,minority,KNN,og,0.0,0.0,0.0,0.0
3532,wine_skl,SMOTE,minority,Tree,og,-0.015873015873015817,-0.01713909030982208,-0.015873015873015817,-0.01754385964912286
3534,wine_skl,SMOTE,minority,Logistic,og,0.0,0.0,0.0,0.0
3536,wine_skl,SMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
3538,wine_skl,SMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
3540,wine_skl,SMOTE,not minority,Tree,og,0.031746031746031744,0.03414296097222935,0.031746031746031744,0.0300751879699247
3542,wine_skl,SMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
3544,wine_skl,SMOTE,not majority,SVM,og,0.0,0.0,0.0,0.0
3546,wine_skl,SMOTE,not majority,KNN,og,0.015873015873015817,0.01897893172480103,0.015873015873015817,0.02032163742690063
3548,wine_skl,SMOTE,not majority,Tree,og,-0.015873015873015817,-0.01713909030982208,-0.015873015873015817,-0.01754385964912286
3550,wine_skl,SMOTE,not majority,Logistic,og,0.0,0.0,0.0,0.0
3552,wine_skl,SMOTE,all,SVM,og,0.0,0.0,0.0,0.0
3554,wine_skl,SMOTE,all,KNN,og,0.015873015873015817,0.01897893172480103,0.015873015873015817,0.02032163742690063
3556,wine_skl,SMOTE,all,Tree,og,0.0,0.0,0.0,0.0
3558,wine_skl,SMOTE,all,Logistic,og,0.0,0.0,0.0,0.0
3560,wine_skl,SMOTEN,minority,SVM,og,0.0,0.0,0.0,0.0
3562,wine_skl,SMOTEN,minority,KNN,og,-0.006349206349206549,-0.00013810715030226905,-0.006349206349206549,0.00032679738562091387
3564,wine_skl,SMOTEN,minority,Tree,og,-0.015873015873015817,-0.01713909030982208,-0.015873015873015817,-0.01754385964912286
3566,wine_skl,SMOTEN,minority,Logistic,og,-0.022222222222222143,-0.019246190858059342,-0.022222222222222143,-0.015151515151515138
3568,wine_skl,SMOTEN,not minority,SVM,og,0.0,0.0,0.0,0.0
3570,wine_skl,SMOTEN,not minority,KNN,og,0.015873015873015817,0.017477940071008113,0.015873015873015817,0.016666666666666607
3572,wine_skl,SMOTEN,not minority,Tree,og,0.0,0.0,0.0,0.0
3574,wine_skl,SMOTEN,not minority,Logistic,og,0.0,0.0,0.0,0.0
3576,wine_skl,SMOTEN,not majority,SVM,og,0.0,0.0,0.0,0.0
3578,wine_skl,SMOTEN,not majority,KNN,og,-0.006349206349206549,-0.00013810715030226905,-0.006349206349206549,0.00032679738562091387
3580,wine_skl,SMOTEN,not majority,Tree,og,-0.015873015873015817,-0.01713909030982208,-0.015873015873015817,-0.01754385964912286
3582,wine_skl,SMOTEN,not majority,Logistic,og,-0.022222222222222143,-0.019246190858059342,-0.022222222222222143,-0.015151515151515138
3584,wine_skl,SMOTEN,all,SVM,og,-0.022222222222222254,-0.019714848102979632,-0.022222222222222254,-0.013833992094861691
3586,wine_skl,SMOTEN,all,KNN,og,0.015873015873015817,0.01897893172480103,0.015873015873015817,0.02032163742690063
3588,wine_skl,SMOTEN,all,Tree,og,-0.015873015873015817,-0.01713909030982208,-0.015873015873015817,-0.01754385964912286
3590,wine_skl,SMOTEN,all,Logistic,og,-0.022222222222222143,-0.019246190858059342,-0.022222222222222143,-0.015151515151515138
3592,wine_skl,SVMSMOTE,minority,SVM,og,0.0,0.0,0.0,0.0
3594,wine_skl,SVMSMOTE,minority,KNN,og,0.0,0.0,0.0,0.0
3596,wine_skl,SVMSMOTE,minority,Tree,og,-0.015873015873015817,-0.01713909030982208,-0.015873015873015817,-0.01754385964912286
3598,wine_skl,SVMSMOTE,minority,Logistic,og,0.0,0.0,0.0,0.0
3600,wine_skl,SVMSMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
3602,wine_skl,SVMSMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
3604,wine_skl,SVMSMOTE,not minority,Tree,og,0.0,0.0,0.0,0.0
3606,wine_skl,SVMSMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
3608,wine_skl,SVMSMOTE,not majority,SVM,og,0.0,0.0,0.0,0.0
3610,wine_skl,SVMSMOTE,not majority,KNN,og,0.015873015873015817,0.01897893172480103,0.015873015873015817,0.02032163742690063
3612,wine_skl,SVMSMOTE,not majority,Tree,og,0.0984126984126984,0.09564286457739601,0.0984126984126984,0.08904954694428369
3614,wine_skl,SVMSMOTE,not majority,Logistic,og,0.0,0.0,0.0,0.0
3616,wine_skl,SVMSMOTE,all,SVM,og,0.0,0.0,0.0,0.0
3618,wine_skl,SVMSMOTE,all,KNN,og,0.015873015873015817,0.01897893172480103,0.015873015873015817,0.02032163742690063
3620,wine_skl,SVMSMOTE,all,Tree,og,0.0,0.0,0.0,0.0
3622,wine_skl,SVMSMOTE,all,Logistic,og,0.0,0.0,0.0,0.0
3624,wine_skl,ADASYN,minority,SVM,og,0.0,0.0,0.0,0.0
3626,wine_skl,ADASYN,minority,KNN,og,0.015873015873015817,0.01897893172480103,0.015873015873015817,0.02032163742690063
3628,wine_skl,ADASYN,minority,Tree,og,-0.015873015873015817,-0.01713909030982208,-0.015873015873015817,-0.01754385964912286
3630,wine_skl,ADASYN,minority,Logistic,og,0.0,0.0,0.0,0.0
3632,wine_skl,ADASYN,not minority,SVM,og,0.0,0.0,0.0,0.0
3634,wine_skl,ADASYN,not minority,KNN,og,0.0,0.0,0.0,0.0
3636,wine_skl,ADASYN,not minority,Tree,og,0.031746031746031744,0.03414296097222935,0.031746031746031744,0.0300751879699247
3638,wine_skl,ADASYN,not minority,Logistic,og,0.0,0.0,0.0,0.0
3640,wine_skl,ADASYN,not majority,SVM,og,0.0,0.0,0.0,0.0
3642,wine_skl,ADASYN,not majority,KNN,og,0.0,0.0,0.0,0.0
3644,wine_skl,ADASYN,not majority,Tree,og,-0.015873015873015817,-0.01713909030982208,-0.015873015873015817,-0.01754385964912286
3646,wine_skl,ADASYN,not majority,Logistic,og,0.0,0.0,0.0,0.0
3648,wine_skl,ADASYN,all,SVM,og,0.0,0.0,0.0,0.0
3650,wine_skl,ADASYN,all,KNN,og,0.0,0.0,0.0,0.0
3652,wine_skl,ADASYN,all,Tree,og,-0.015873015873015817,-0.01713909030982208,-0.015873015873015817,-0.01754385964912286
3654,wine_skl,ADASYN,all,Logistic,og,0.0,0.0,0.0,0.0
3656,breast_skl,SMOTE,minority,SVM,og,0.009345794392523366,0.012257072080626208,0.009345794392523366,0.0148560454343164
3658,breast_skl,SMOTE,minority,KNN,og,-0.0062792056074766345,-0.0004705462252632131,-0.0062792056074766345,0.005349183715564254
3660,breast_skl,SMOTE,minority,Tree,og,0.015625,0.012648791472938847,0.015625,0.01168509708113663
3662,breast_skl,SMOTE,minority,Logistic,og,0.014018691588784993,0.018550796596980668,0.014018691588784993,0.023336573414468598
3664,breast_skl,SMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
3666,breast_skl,SMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
3668,breast_skl,SMOTE,not minority,Tree,og,0.024970794392523255,0.02447665056360704,0.024970794392523255,0.02408450704225351
3670,breast_skl,SMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
3672,breast_skl,SMOTE,not majority,SVM,og,0.004672897196261627,0.006146139770594972,0.004672897196261627,0.007540090948550682
3674,breast_skl,SMOTE,not majority,KNN,og,-0.0016063084112148962,0.0056068222786140876,-0.0016063084112148962,0.012451161339929961
3676,breast_skl,SMOTE,not majority,Tree,og,0.0078125,0.006305253680666478,0.0078125,0.00587708066581305
3678,breast_skl,SMOTE,not majority,Logistic,og,0.009345794392523366,0.012404656826385696,0.009345794392523366,0.015796482465917916
3680,breast_skl,SMOTE,all,SVM,og,0.014018691588785104,0.01833444058450351,0.014018691588785104,0.021958023058682108
3682,breast_skl,SMOTE,all,KNN,og,-0.009418808411214896,-0.0006854256854257335,-0.009418808411214896,0.007141418703116242
3684,breast_skl,SMOTE,all,Tree,og,-0.01555198598130847,-0.023233474407925003,-0.01555198598130847,-0.024406436487638627
3686,breast_skl,SMOTE,all,Logistic,og,0.009345794392523366,0.012404656826385696,0.009345794392523366,0.015796482465917916
3688,breast_skl,SMOTEN,minority,SVM,og,0.01869158878504673,0.02437985495812589,0.01869158878504673,0.028855590530377895
3690,breast_skl,SMOTEN,minority,KNN,og,0.017085280373831835,0.02961237635150671,0.017085280373831835,0.03890262557886537
3692,breast_skl,SMOTEN,minority,Tree,og,0.024970794392523477,0.02441462021701879,0.024970794392523477,0.023989898989899006
3694,breast_skl,SMOTEN,minority,Logistic,og,0.06863317757009346,0.07429888420454445,0.06863317757009346,0.0800031772508838
3696,breast_skl,SMOTEN,not minority,SVM,og,0.0,0.0,0.0,0.0
3698,breast_skl,SMOTEN,not minority,KNN,og,0.0,0.0,0.0,0.0
3700,breast_skl,SMOTEN,not minority,Tree,og,-0.015625,-0.012634867065903332,-0.015625,-0.011918241346316694
3702,breast_skl,SMOTEN,not minority,Logistic,og,0.0,0.0,0.0,0.0
3704,breast_skl,SMOTEN,not majority,SVM,og,0.01869158878504673,0.02437985495812589,0.01869158878504673,0.028855590530377895
3706,breast_skl,SMOTEN,not majority,KNN,og,0.012412383177570097,0.02365348167586967,0.012412383177570097,0.03256619113059156
3708,breast_skl,SMOTEN,not majority,Tree,og,0.0078125,0.006343537792272369,0.0078125,0.00580801641532358
3710,breast_skl,SMOTEN,not majority,Logistic,og,0.0514748831775701,0.05589111759272247,0.0514748831775701,0.06056443988761806
3712,breast_skl,SMOTEN,all,SVM,og,0.01869158878504673,0.02437985495812589,0.01869158878504673,0.028855590530377895
3714,breast_skl,SMOTEN,all,KNN,og,0.007739485981308358,0.017667274246221498,0.007739485981308358,0.026050903138511328
3716,breast_skl,SMOTEN,all,Tree,og,-0.014018691588784993,-0.01781756180733174,-0.014018691588784993,-0.01814093533056793
3718,breast_skl,SMOTEN,all,Logistic,og,0.056147780373831724,0.061889595380161255,0.056147780373831724,0.06766551491322148
3720,breast_skl,SVMSMOTE,minority,SVM,og,0.006206191588785104,0.012042192620463688,0.006206191588785104,0.01664828042186839
3722,breast_skl,SVMSMOTE,minority,KNN,og,0.012412383177570097,0.02365348167586967,0.012412383177570097,0.03256619113059156
3724,breast_skl,SVMSMOTE,minority,Tree,og,-0.02650408878504673,-0.029953053927517348,-0.02650408878504673,-0.02965277777777775
3726,breast_skl,SVMSMOTE,minority,Logistic,og,0.01869158878504673,0.024661728907011904,0.01869158878504673,0.030652527900234317
3728,breast_skl,SVMSMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
3730,breast_skl,SVMSMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
3732,breast_skl,SVMSMOTE,not minority,Tree,og,0.018764602803738373,0.01299740522588455,0.018764602803738373,0.011230042940344687
3734,breast_skl,SVMSMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
3736,breast_skl,SVMSMOTE,not majority,SVM,og,0.006206191588785104,0.012042192620463688,0.006206191588785104,0.01664828042186839
3738,breast_skl,SVMSMOTE,not majority,KNN,og,0.004599883177570097,0.017374051069703134,0.004599883177570097,0.026860372057738613
3740,breast_skl,SVMSMOTE,not majority,Tree,og,-0.01869158878504673,-0.023686468797073146,-0.01869158878504673,-0.024346512189729497
3742,breast_skl,SVMSMOTE,not majority,Logistic,og,0.02336448598130847,0.030739097410889205,0.02336448598130847,0.037754505524600024
3744,breast_skl,SVMSMOTE,all,SVM,og,0.010879088785046731,0.018091406564414436,0.010879088785046731,0.02340942726135553
3746,breast_skl,SVMSMOTE,all,KNN,og,0.013945677570093462,0.029276840995729914,0.013945677570093462,0.03911753538998253
3748,breast_skl,SVMSMOTE,all,Tree,og,0.03584988317757021,0.04180835723083476,0.03584988317757021,0.04470946893482097
3750,breast_skl,SVMSMOTE,all,Logistic,og,0.01869158878504673,0.024661728907011904,0.01869158878504673,0.030652527900234317
3752,breast_skl,ADASYN,minority,SVM,og,0.006206191588785104,0.012042192620463688,0.006206191588785104,0.01664828042186839
3754,breast_skl,ADASYN,minority,KNN,og,0.004599883177570097,0.017374051069703134,0.004599883177570097,0.026860372057738613
3756,breast_skl,ADASYN,minority,Tree,og,0.024970794392523366,0.024354637706961002,0.024970794392523366,0.023902711769639318
3758,breast_skl,ADASYN,minority,Logistic,og,0.01869158878504673,0.024661728907011904,0.01869158878504673,0.030652527900234317
3760,breast_skl,ADASYN,not minority,SVM,og,0.0,0.0,0.0,0.0
3762,breast_skl,ADASYN,not minority,KNN,og,0.0,0.0,0.0,0.0
3764,breast_skl,ADASYN,not minority,Tree,og,-0.0078125,-0.0063172785580484225,-0.0078125,-0.005633049603827711
3766,breast_skl,ADASYN,not minority,Logistic,og,0.0,0.0,0.0,0.0
3768,breast_skl,ADASYN,not majority,SVM,og,0.006206191588785104,0.012042192620463688,0.006206191588785104,0.01664828042186839
3770,breast_skl,ADASYN,not majority,KNN,og,0.021758177570093462,0.035545447952643805,0.021758177570093462,0.045067798434179074
3772,breast_skl,ADASYN,not majority,Tree,og,0.026577102803738373,0.019500855927901517,0.026577102803738373,0.01948435725031461
3774,breast_skl,ADASYN,not majority,Logistic,og,0.01869158878504673,0.024661728907011904,0.01869158878504673,0.030652527900234317
3776,breast_skl,ADASYN,all,SVM,og,0.006206191588785104,0.012042192620463688,0.006206191588785104,0.01664828042186839
3778,breast_skl,ADASYN,all,KNN,og,0.031103971962616828,0.047339950472942816,0.031103971962616828,0.056912703320321056
